material,quantidade,estoque mínimo,categoria,corredor,armário,prateleira,observação
Produto 2728,2828,10,Cat8,A3,08,08,Item de teste 2728
Produto 2729,2829,10,Cat9,A4,09,09,Item de teste 2729
Produto 2730,2830,10,Cat0,A0,10,00,Item de teste 2730
Produto 2731,2831,10,Cat1,A1,11,01,Item de teste 2731
Produto 2732,2832,10,Cat2,A2,12,02,Item de teste 2732
Produto 2733,2833,10,Cat3,A3,13,03,Item de teste 2733
Produto 2734,2834,10,Cat4,A4,14,04,Item de teste 2734
Produto 2735,2835,10,Cat5,A0,15,05,Item de teste 2735
Produto 2736,2836,10,Cat6,A1,16,06,Item de teste 2736
Produto 2737,2837,10,Cat7,A2,17,07,Item de teste 2737
Produto 2738,2838,10,Cat8,A3,18,08,Item de teste 2738
Produto 2739,2839,10,Cat9,A4,19,09,Item de teste 2739
Produto 2740,2840,10,Cat0,A0,00,00,Item de teste 2740
Produto 2741,2841,10,Cat1,A1,01,01,Item de teste 2741
Produto 2742,2842,10,Cat2,A2,02,02,Item de teste 2742
Produto 2743,2843,10,Cat3,A3,03,03,Item de teste 2743
Produto 2744,2844,10,Cat4,A4,04,04,Item de teste 2744
Produto 2745,2845,10,Cat5,A0,05,05,Item de teste 2745
Produto 2746,2846,10,Cat6,A1,06,06,Item de teste 2746
Produto 2747,2847,10,Cat7,A2,07,07,Item de teste 2747
Produto 2748,2848,10,Cat8,A3,08,08,Item de teste 2748
Produto 2749,2849,10,Cat9,A4,09,09,Item de teste 2749
Produto 2750,2850,10,Cat0,A0,10,00,Item de teste 2750
Produto 2751,2851,10,Cat1,A1,11,01,Item de teste 2751
Produto 2752,2852,10,Cat2,A2,12,02,Item de teste 2752
Produto 2753,2853,10,Cat3,A3,13,03,Item de teste 2753
Produto 2754,2854,10,Cat4,A4,14,04,Item de teste 2754
Produto 2755,2855,10,Cat5,A0,15,05,Item de teste 2755
Produto 2756,2856,10,Cat6,A1,16,06,Item de teste 2756
Produto 2757,2857,10,Cat7,A2,17,07,Item de teste 2757
Produto 2758,2858,10,Cat8,A3,18,08,Item de teste 2758
Produto 2759,2859,10,Cat9,A4,19,09,Item de teste 2759
Produto 2760,2860,10,Cat0,A0,00,00,Item de teste 2760
Produto 2761,2861,10,Cat1,A1,01,01,Item de teste 2761
Produto 2762,2862,10,Cat2,A2,02,02,Item de teste 2762
Produto 2763,2863,10,Cat3,A3,03,03,Item de teste 2763
Produto 2764,2864,10,Cat4,A4,04,04,Item de teste 2764
Produto 2765,2865,10,Cat5,A0,05,05,Item de teste 2765
Produto 2766,2866,10,Cat6,A1,06,06,Item de teste 2766
Produto 2767,2867,10,Cat7,A2,07,07,Item de teste 2767
Produto 2768,2868,10,Cat8,A3,08,08,Item de teste 2768
Produto 2769,2869,10,Cat9,A4,09,09,Item de teste 2769
Produto 2770,2870,10,Cat0,A0,10,00,Item de teste 2770
Produto 2771,2871,10,Cat1,A1,11,01,Item de teste 2771
Produto 2772,2872,10,Cat2,A2,12,02,Item de teste 2772
Produto 2773,2873,10,Cat3,A3,13,03,Item de teste 2773
Produto 2774,2874,10,Cat4,A4,14,04,Item de teste 2774
Produto 2775,2875,10,Cat5,A0,15,05,Item de teste 2775
Produto 2776,2876,10,Cat6,A1,16,06,Item de teste 2776
Produto 2777,2877,10,Cat7,A2,17,07,Item de teste 2777
Produto 2778,2878,10,Cat8,A3,18,08,Item de teste 2778
Produto 2779,2879,10,Cat9,A4,19,09,Item de teste 2779
Produto 2780,2880,10,Cat0,A0,00,00,Item de teste 2780
Produto 2781,2881,10,Cat1,A1,01,01,Item de teste 2781
Produto 2782,2882,10,Cat2,A2,02,02,Item de teste 2782
Produto 2783,2883,10,Cat3,A3,03,03,Item de teste 2783
Produto 2784,2884,10,Cat4,A4,04,04,Item de teste 2784
Produto 2785,2885,10,Cat5,A0,05,05,Item de teste 2785
Produto 2786,2886,10,Cat6,A1,06,06,Item de teste 2786
Produto 2787,2887,10,Cat7,A2,07,07,Item de teste 2787
Produto 2788,2888,10,Cat8,A3,08,08,Item de teste 2788
Produto 2789,2889,10,Cat9,A4,09,09,Item de teste 2789
Produto 2790,2890,10,Cat0,A0,10,00,Item de teste 2790
Produto 2791,2891,10,Cat1,A1,11,01,Item de teste 2791
Produto 2792,2892,10,Cat2,A2,12,02,Item de teste 2792
Produto 2793,2893,10,Cat3,A3,13,03,Item de teste 2793
Produto 2794,2894,10,Cat4,A4,14,04,Item de teste 2794
Produto 2795,2895,10,Cat5,A0,15,05,Item de teste 2795
Produto 2796,2896,10,Cat6,A1,16,06,Item de teste 2796
Produto 2797,2897,10,Cat7,A2,17,07,Item de teste 2797
Produto 2798,2898,10,Cat8,A3,18,08,Item de teste 2798
Produto 2799,2899,10,Cat9,A4,19,09,Item de teste 2799
Produto 2800,2900,10,Cat0,A0,00,00,Item de teste 2800
Produto 2801,2901,10,Cat1,A1,01,01,Item de teste 2801
Produto 2802,2902,10,Cat2,A2,02,02,Item de teste 2802
Produto 2803,2903,10,Cat3,A3,03,03,Item de teste 2803
Produto 2804,2904,10,Cat4,A4,04,04,Item de teste 2804
Produto 2805,2905,10,Cat5,A0,05,05,Item de teste 2805
Produto 2806,2906,10,Cat6,A1,06,06,Item de teste 2806
Produto 2807,2907,10,Cat7,A2,07,07,Item de teste 2807
Produto 2808,2908,10,Cat8,A3,08,08,Item de teste 2808
Produto 2809,2909,10,Cat9,A4,09,09,Item de teste 2809
Produto 2810,2910,10,Cat0,A0,10,00,Item de teste 2810
Produto 2811,2911,10,Cat1,A1,11,01,Item de teste 2811
Produto 2812,2912,10,Cat2,A2,12,02,Item de teste 2812
Produto 2813,2913,10,Cat3,A3,13,03,Item de teste 2813
Produto 2814,2914,10,Cat4,A4,14,04,Item de teste 2814
Produto 2815,2915,10,Cat5,A0,15,05,Item de teste 2815
Produto 2816,2916,10,Cat6,A1,16,06,Item de teste 2816
Produto 2817,2917,10,Cat7,A2,17,07,Item de teste 2817
Produto 2818,2918,10,Cat8,A3,18,08,Item de teste 2818
Produto 2819,2919,10,Cat9,A4,19,09,Item de teste 2819
Produto 2820,2920,10,Cat0,A0,00,00,Item de teste 2820
Produto 2821,2921,10,Cat1,A1,01,01,Item de teste 2821
Produto 2822,2922,10,Cat2,A2,02,02,Item de teste 2822
Produto 2823,2923,10,Cat3,A3,03,03,Item de teste 2823
Produto 2824,2924,10,Cat4,A4,04,04,Item de teste 2824
Produto 2825,2925,10,Cat5,A0,05,05,Item de teste 2825
Produto 2826,2926,10,Cat6,A1,06,06,Item de teste 2826
Produto 2827,2927,10,Cat7,A2,07,07,Item de teste 2827
Produto 2828,2928,10,Cat8,A3,08,08,Item de teste 2828
Produto 2829,2929,10,Cat9,A4,09,09,Item de teste 2829
Produto 2830,2930,10,Cat0,A0,10,00,Item de teste 2830
Produto 2831,2931,10,Cat1,A1,11,01,Item de teste 2831
Produto 2832,2932,10,Cat2,A2,12,02,Item de teste 2832
Produto 2833,2933,10,Cat3,A3,13,03,Item de teste 2833
Produto 2834,2934,10,Cat4,A4,14,04,Item de teste 2834
Produto 2835,2935,10,Cat5,A0,15,05,Item de teste 2835
Produto 2836,2936,10,Cat6,A1,16,06,Item de teste 2836
Produto 2837,2937,10,Cat7,A2,17,07,Item de teste 2837
Produto 2838,2938,10,Cat8,A3,18,08,Item de teste 2838
Produto 2839,2939,10,Cat9,A4,19,09,Item de teste 2839
Produto 2840,2940,10,Cat0,A0,00,00,Item de teste 2840
Produto 2841,2941,10,Cat1,A1,01,01,Item de teste 2841
Produto 2842,2942,10,Cat2,A2,02,02,Item de teste 2842
Produto 2843,2943,10,Cat3,A3,03,03,Item de teste 2843
Produto 2844,2944,10,Cat4,A4,04,04,Item de teste 2844
Produto 2845,2945,10,Cat5,A0,05,05,Item de teste 2845
Produto 2846,2946,10,Cat6,A1,06,06,Item de teste 2846
Produto 2847,2947,10,Cat7,A2,07,07,Item de teste 2847
Produto 2848,2948,10,Cat8,A3,08,08,Item de teste 2848
Produto 2849,2949,10,Cat9,A4,09,09,Item de teste 2849
Produto 2850,2950,10,Cat0,A0,10,00,Item de teste 2850
Produto 2851,2951,10,Cat1,A1,11,01,Item de teste 2851
Produto 2852,2952,10,Cat2,A2,12,02,Item de teste 2852
Produto 2853,2953,10,Cat3,A3,13,03,Item de teste 2853
Produto 2854,2954,10,Cat4,A4,14,04,Item de teste 2854
Produto 2855,2955,10,Cat5,A0,15,05,Item de teste 2855
Produto 2856,2956,10,Cat6,A1,16,06,Item de teste 2856
Produto 2857,2957,10,Cat7,A2,17,07,Item de teste 2857
Produto 2858,2958,10,Cat8,A3,18,08,Item de teste 2858
Produto 2859,2959,10,Cat9,A4,19,09,Item de teste 2859
Produto 2860,2960,10,Cat0,A0,00,00,Item de teste 2860
Produto 2861,2961,10,Cat1,A1,01,01,Item de teste 2861
Produto 2862,2962,10,Cat2,A2,02,02,Item de teste 2862
Produto 2863,2963,10,Cat3,A3,03,03,Item de teste 2863
Produto 2864,2964,10,Cat4,A4,04,04,Item de teste 2864
Produto 2865,2965,10,Cat5,A0,05,05,Item de teste 2865
Produto 2866,2966,10,Cat6,A1,06,06,Item de teste 2866
Produto 2867,2967,10,Cat7,A2,07,07,Item de teste 2867
Produto 2868,2968,10,Cat8,A3,08,08,Item de teste 2868
Produto 2869,2969,10,Cat9,A4,09,09,Item de teste 2869
Produto 2870,2970,10,Cat0,A0,10,00,Item de teste 2870
Produto 2871,2971,10,Cat1,A1,11,01,Item de teste 2871
Produto 2872,2972,10,Cat2,A2,12,02,Item de teste 2872
Produto 2873,2973,10,Cat3,A3,13,03,Item de teste 2873
Produto 2874,2974,10,Cat4,A4,14,04,Item de teste 2874
Produto 2875,2975,10,Cat5,A0,15,05,Item de teste 2875
Produto 2876,2976,10,Cat6,A1,16,06,Item de teste 2876
Produto 2877,2977,10,Cat7,A2,17,07,Item de teste 2877
Produto 2878,2978,10,Cat8,A3,18,08,Item de teste 2878
Produto 2879,2979,10,Cat9,A4,19,09,Item de teste 2879
Produto 2880,2980,10,Cat0,A0,00,00,Item de teste 2880
Produto 2881,2981,10,Cat1,A1,01,01,Item de teste 2881
Produto 2882,2982,10,Cat2,A2,02,02,Item de teste 2882
Produto 2883,2983,10,Cat3,A3,03,03,Item de teste 2883
Produto 2884,2984,10,Cat4,A4,04,04,Item de teste 2884
Produto 2885,2985,10,Cat5,A0,05,05,Item de teste 2885
Produto 2886,2986,10,Cat6,A1,06,06,Item de teste 2886
Produto 2887,2987,10,Cat7,A2,07,07,Item de teste 2887
Produto 2888,2988,10,Cat8,A3,08,08,Item de teste 2888
Produto 2889,2989,10,Cat9,A4,09,09,Item de teste 2889
Produto 2890,2990,10,Cat0,A0,10,00,Item de teste 2890
Produto 2891,2991,10,Cat1,A1,11,01,Item de teste 2891
Produto 2892,2992,10,Cat2,A2,12,02,Item de teste 2892
Produto 2893,2993,10,Cat3,A3,13,03,Item de teste 2893
Produto 2894,2994,10,Cat4,A4,14,04,Item de teste 2894
Produto 2895,2995,10,Cat5,A0,15,05,Item de teste 2895
Produto 2896,2996,10,Cat6,A1,16,06,Item de teste 2896
Produto 2897,2997,10,Cat7,A2,17,07,Item de teste 2897
Produto 2898,2998,10,Cat8,A3,18,08,Item de teste 2898
Produto 2899,2999,10,Cat9,A4,19,09,Item de teste 2899
Produto 2900,3000,10,Cat0,A0,00,00,Item de teste 2900
Produto 2901,3001,10,Cat1,A1,01,01,Item de teste 2901
Produto 2902,3002,10,Cat2,A2,02,02,Item de teste 2902
Produto 2903,3003,10,Cat3,A3,03,03,Item de teste 2903
Produto 2904,3004,10,Cat4,A4,04,04,Item de teste 2904
Produto 2905,3005,10,Cat5,A0,05,05,Item de teste 2905
Produto 2906,3006,10,Cat6,A1,06,06,Item de teste 2906
Produto 2907,3007,10,Cat7,A2,07,07,Item de teste 2907
Produto 2908,3008,10,Cat8,A3,08,08,Item de teste 2908
Produto 2909,3009,10,Cat9,A4,09,09,Item de teste 2909
Produto 2910,3010,10,Cat0,A0,10,00,Item de teste 2910
Produto 2911,3011,10,Cat1,A1,11,01,Item de teste 2911
Produto 2912,3012,10,Cat2,A2,12,02,Item de teste 2912
Produto 2913,3013,10,Cat3,A3,13,03,Item de teste 2913
Produto 2914,3014,10,Cat4,A4,14,04,Item de teste 2914
Produto 2915,3015,10,Cat5,A0,15,05,Item de teste 2915
Produto 2916,3016,10,Cat6,A1,16,06,Item de teste 2916
Produto 2917,3017,10,Cat7,A2,17,07,Item de teste 2917
Produto 2918,3018,10,Cat8,A3,18,08,Item de teste 2918
Produto 2919,3019,10,Cat9,A4,19,09,Item de teste 2919
Produto 2920,3020,10,Cat0,A0,00,00,Item de teste 2920
Produto 2921,3021,10,Cat1,A1,01,01,Item de teste 2921
Produto 2922,3022,10,Cat2,A2,02,02,Item de teste 2922
Produto 2923,3023,10,Cat3,A3,03,03,Item de teste 2923
Produto 2924,3024,10,Cat4,A4,04,04,Item de teste 2924
Produto 2925,3025,10,Cat5,A0,05,05,Item de teste 2925
Produto 2926,3026,10,Cat6,A1,06,06,Item de teste 2926
Produto 2927,3027,10,Cat7,A2,07,07,Item de teste 2927
Produto 2928,3028,10,Cat8,A3,08,08,Item de teste 2928
Produto 2929,3029,10,Cat9,A4,09,09,Item de teste 2929
Produto 2930,3030,10,Cat0,A0,10,00,Item de teste 2930
Produto 2931,3031,10,Cat1,A1,11,01,Item de teste 2931
Produto 2932,3032,10,Cat2,A2,12,02,Item de teste 2932
Produto 2933,3033,10,Cat3,A3,13,03,Item de teste 2933
Produto 2934,3034,10,Cat4,A4,14,04,Item de teste 2934
Produto 2935,3035,10,Cat5,A0,15,05,Item de teste 2935
Produto 2936,3036,10,Cat6,A1,16,06,Item de teste 2936
Produto 2937,3037,10,Cat7,A2,17,07,Item de teste 2937
Produto 2938,3038,10,Cat8,A3,18,08,Item de teste 2938
Produto 2939,3039,10,Cat9,A4,19,09,Item de teste 2939
Produto 2940,3040,10,Cat0,A0,00,00,Item de teste 2940
Produto 2941,3041,10,Cat1,A1,01,01,Item de teste 2941
Produto 2942,3042,10,Cat2,A2,02,02,Item de teste 2942
Produto 2943,3043,10,Cat3,A3,03,03,Item de teste 2943
Produto 2944,3044,10,Cat4,A4,04,04,Item de teste 2944
Produto 2945,3045,10,Cat5,A0,05,05,Item de teste 2945
Produto 2946,3046,10,Cat6,A1,06,06,Item de teste 2946
Produto 2947,3047,10,Cat7,A2,07,07,Item de teste 2947
Produto 2948,3048,10,Cat8,A3,08,08,Item de teste 2948
Produto 2949,3049,10,Cat9,A4,09,09,Item de teste 2949
Produto 2950,3050,10,Cat0,A0,10,00,Item de teste 2950
Produto 2951,3051,10,Cat1,A1,11,01,Item de teste 2951
Produto 2952,3052,10,Cat2,A2,12,02,Item de teste 2952
Produto 2953,3053,10,Cat3,A3,13,03,Item de teste 2953
Produto 2954,3054,10,Cat4,A4,14,04,Item de teste 2954
Produto 2955,3055,10,Cat5,A0,15,05,Item de teste 2955
Produto 2956,3056,10,Cat6,A1,16,06,Item de teste 2956
Produto 2957,3057,10,Cat7,A2,17,07,Item de teste 2957
Produto 2958,3058,10,Cat8,A3,18,08,Item de teste 2958
Produto 2959,3059,10,Cat9,A4,19,09,Item de teste 2959
Produto 2960,3060,10,Cat0,A0,00,00,Item de teste 2960
Produto 2961,3061,10,Cat1,A1,01,01,Item de teste 2961
Produto 2962,3062,10,Cat2,A2,02,02,Item de teste 2962
Produto 2963,3063,10,Cat3,A3,03,03,Item de teste 2963
Produto 2964,3064,10,Cat4,A4,04,04,Item de teste 2964
Produto 2965,3065,10,Cat5,A0,05,05,Item de teste 2965
Produto 2966,3066,10,Cat6,A1,06,06,Item de teste 2966
Produto 2967,3067,10,Cat7,A2,07,07,Item de teste 2967
Produto 2968,3068,10,Cat8,A3,08,08,Item de teste 2968
Produto 2969,3069,10,Cat9,A4,09,09,Item de teste 2969
Produto 2970,3070,10,Cat0,A0,10,00,Item de teste 2970
Produto 2971,3071,10,Cat1,A1,11,01,Item de teste 2971
Produto 2972,3072,10,Cat2,A2,12,02,Item de teste 2972
Produto 2973,3073,10,Cat3,A3,13,03,Item de teste 2973
Produto 2974,3074,10,Cat4,A4,14,04,Item de teste 2974
Produto 2975,3075,10,Cat5,A0,15,05,Item de teste 2975
Produto 2976,3076,10,Cat6,A1,16,06,Item de teste 2976
Produto 2977,3077,10,Cat7,A2,17,07,Item de teste 2977
Produto 2978,3078,10,Cat8,A3,18,08,Item de teste 2978
Produto 2979,3079,10,Cat9,A4,19,09,Item de teste 2979
Produto 2980,3080,10,Cat0,A0,00,00,Item de teste 2980
Produto 2981,3081,10,Cat1,A1,01,01,Item de teste 2981
Produto 2982,3082,10,Cat2,A2,02,02,Item de teste 2982
Produto 2983,3083,10,Cat3,A3,03,03,Item de teste 2983
Produto 2984,3084,10,Cat4,A4,04,04,Item de teste 2984
Produto 2985,3085,10,Cat5,A0,05,05,Item de teste 2985
Produto 2986,3086,10,Cat6,A1,06,06,Item de teste 2986
Produto 2987,3087,10,Cat7,A2,07,07,Item de teste 2987
Produto 2988,3088,10,Cat8,A3,08,08,Item de teste 2988
Produto 2989,3089,10,Cat9,A4,09,09,Item de teste 2989
Produto 2990,3090,10,Cat0,A0,10,00,Item de teste 2990
Produto 2991,3091,10,Cat1,A1,11,01,Item de teste 2991
Produto 2992,3092,10,Cat2,A2,12,02,Item de teste 2992
Produto 2993,3093,10,Cat3,A3,13,03,Item de teste 2993
Produto 2994,3094,10,Cat4,A4,14,04,Item de teste 2994
Produto 2995,3095,10,Cat5,A0,15,05,Item de teste 2995
Produto 2996,3096,10,Cat6,A1,16,06,Item de teste 2996
Produto 2997,3097,10,Cat7,A2,17,07,Item de teste 2997
Produto 2998,3098,10,Cat8,A3,18,08,Item de teste 2998
Produto 2999,3099,10,Cat9,A4,19,09,Item de teste 2999
Produto 3000,3100,10,Cat0,A0,00,00,Item de teste 3000
Produto 3001,3101,10,Cat1,A1,01,01,Item de teste 3001
Produto 3002,3102,10,Cat2,A2,02,02,Item de teste 3002
Produto 3003,3103,10,Cat3,A3,03,03,Item de teste 3003
Produto 3004,3104,10,Cat4,A4,04,04,Item de teste 3004
Produto 3005,3105,10,Cat5,A0,05,05,Item de teste 3005
Produto 3006,3106,10,Cat6,A1,06,06,Item de teste 3006
Produto 3007,3107,10,Cat7,A2,07,07,Item de teste 3007
Produto 3008,3108,10,Cat8,A3,08,08,Item de teste 3008
Produto 3009,3109,10,Cat9,A4,09,09,Item de teste 3009
Produto 3010,3110,10,Cat0,A0,10,00,Item de teste 3010
Produto 3011,3111,10,Cat1,A1,11,01,Item de teste 3011
Produto 3012,3112,10,Cat2,A2,12,02,Item de teste 3012
Produto 3013,3113,10,Cat3,A3,13,03,Item de teste 3013
Produto 3014,3114,10,Cat4,A4,14,04,Item de teste 3014
Produto 3015,3115,10,Cat5,A0,15,05,Item de teste 3015
Produto 3016,3116,10,Cat6,A1,16,06,Item de teste 3016
Produto 3017,3117,10,Cat7,A2,17,07,Item de teste 3017
Produto 3018,3118,10,Cat8,A3,18,08,Item de teste 3018
Produto 3019,3119,10,Cat9,A4,19,09,Item de teste 3019
Produto 3020,3120,10,Cat0,A0,00,00,Item de teste 3020
Produto 3021,3121,10,Cat1,A1,01,01,Item de teste 3021
Produto 3022,3122,10,Cat2,A2,02,02,Item de teste 3022
Produto 3023,3123,10,Cat3,A3,03,03,Item de teste 3023
Produto 3024,3124,10,Cat4,A4,04,04,Item de teste 3024
Produto 3025,3125,10,Cat5,A0,05,05,Item de teste 3025
Produto 3026,3126,10,Cat6,A1,06,06,Item de teste 3026
Produto 3027,3127,10,Cat7,A2,07,07,Item de teste 3027
Produto 3028,3128,10,Cat8,A3,08,08,Item de teste 3028
Produto 3029,3129,10,Cat9,A4,09,09,Item de teste 3029
Produto 3030,3130,10,Cat0,A0,10,00,Item de teste 3030
Produto 3031,3131,10,Cat1,A1,11,01,Item de teste 3031
Produto 3032,3132,10,Cat2,A2,12,02,Item de teste 3032
Produto 3033,3133,10,Cat3,A3,13,03,Item de teste 3033
Produto 3034,3134,10,Cat4,A4,14,04,Item de teste 3034
Produto 3035,3135,10,Cat5,A0,15,05,Item de teste 3035
Produto 3036,3136,10,Cat6,A1,16,06,Item de teste 3036
Produto 3037,3137,10,Cat7,A2,17,07,Item de teste 3037
Produto 3038,3138,10,Cat8,A3,18,08,Item de teste 3038
Produto 3039,3139,10,Cat9,A4,19,09,Item de teste 3039
Produto 3040,3140,10,Cat0,A0,00,00,Item de teste 3040
Produto 3041,3141,10,Cat1,A1,01,01,Item de teste 3041
Produto 3042,3142,10,Cat2,A2,02,02,Item de teste 3042
Produto 3043,3143,10,Cat3,A3,03,03,Item de teste 3043
Produto 3044,3144,10,Cat4,A4,04,04,Item de teste 3044
Produto 3045,3145,10,Cat5,A0,05,05,Item de teste 3045
Produto 3046,3146,10,Cat6,A1,06,06,Item de teste 3046
Produto 3047,3147,10,Cat7,A2,07,07,Item de teste 3047
Produto 3048,3148,10,Cat8,A3,08,08,Item de teste 3048
Produto 3049,3149,10,Cat9,A4,09,09,Item de teste 3049
Produto 3050,3150,10,Cat0,A0,10,00,Item de teste 3050
Produto 3051,3151,10,Cat1,A1,11,01,Item de teste 3051
Produto 3052,3152,10,Cat2,A2,12,02,Item de teste 3052
Produto 3053,3153,10,Cat3,A3,13,03,Item de teste 3053
Produto 3054,3154,10,Cat4,A4,14,04,Item de teste 3054
Produto 3055,3155,10,Cat5,A0,15,05,Item de teste 3055
Produto 3056,3156,10,Cat6,A1,16,06,Item de teste 3056
Produto 3057,3157,10,Cat7,A2,17,07,Item de teste 3057
Produto 3058,3158,10,Cat8,A3,18,08,Item de teste 3058
Produto 3059,3159,10,Cat9,A4,19,09,Item de teste 3059
Produto 3060,3160,10,Cat0,A0,00,00,Item de teste 3060
Produto 3061,3161,10,Cat1,A1,01,01,Item de teste 3061
Produto 3062,3162,10,Cat2,A2,02,02,Item de teste 3062
Produto 3063,3163,10,Cat3,A3,03,03,Item de teste 3063
Produto 3064,3164,10,Cat4,A4,04,04,Item de teste 3064
Produto 3065,3165,10,Cat5,A0,05,05,Item de teste 3065
Produto 3066,3166,10,Cat6,A1,06,06,Item de teste 3066
Produto 3067,3167,10,Cat7,A2,07,07,Item de teste 3067
Produto 3068,3168,10,Cat8,A3,08,08,Item de teste 3068
Produto 3069,3169,10,Cat9,A4,09,09,Item de teste 3069
Produto 3070,3170,10,Cat0,A0,10,00,Item de teste 3070
Produto 3071,3171,10,Cat1,A1,11,01,Item de teste 3071
Produto 3072,3172,10,Cat2,A2,12,02,Item de teste 3072
Produto 3073,3173,10,Cat3,A3,13,03,Item de teste 3073
Produto 3074,3174,10,Cat4,A4,14,04,Item de teste 3074
Produto 3075,3175,10,Cat5,A0,15,05,Item de teste 3075
Produto 3076,3176,10,Cat6,A1,16,06,Item de teste 3076
Produto 3077,3177,10,Cat7,A2,17,07,Item de teste 3077
Produto 3078,3178,10,Cat8,A3,18,08,Item de teste 3078
Produto 3079,3179,10,Cat9,A4,19,09,Item de teste 3079
Produto 3080,3180,10,Cat0,A0,00,00,Item de teste 3080
Produto 3081,3181,10,Cat1,A1,01,01,Item de teste 3081
Produto 3082,3182,10,Cat2,A2,02,02,Item de teste 3082
Produto 3083,3183,10,Cat3,A3,03,03,Item de teste 3083
Produto 3084,3184,10,Cat4,A4,04,04,Item de teste 3084
Produto 3085,3185,10,Cat5,A0,05,05,Item de teste 3085
Produto 3086,3186,10,Cat6,A1,06,06,Item de teste 3086
Produto 3087,3187,10,Cat7,A2,07,07,Item de teste 3087
Produto 3088,3188,10,Cat8,A3,08,08,Item de teste 3088
Produto 3089,3189,10,Cat9,A4,09,09,Item de teste 3089
Produto 3090,3190,10,Cat0,A0,10,00,Item de teste 3090
Produto 3091,3191,10,Cat1,A1,11,01,Item de teste 3091
Produto 3092,3192,10,Cat2,A2,12,02,Item de teste 3092
Produto 3093,3193,10,Cat3,A3,13,03,Item de teste 3093
Produto 3094,3194,10,Cat4,A4,14,04,Item de teste 3094
Produto 3095,3195,10,Cat5,A0,15,05,Item de teste 3095
Produto 3096,3196,10,Cat6,A1,16,06,Item de teste 3096
Produto 3097,3197,10,Cat7,A2,17,07,Item de teste 3097
Produto 3098,3198,10,Cat8,A3,18,08,Item de teste 3098
Produto 3099,3199,10,Cat9,A4,19,09,Item de teste 3099
Produto 3100,3200,10,Cat0,A0,00,00,Item de teste 3100
Produto 3101,3201,10,Cat1,A1,01,01,Item de teste 3101
Produto 3102,3202,10,Cat2,A2,02,02,Item de teste 3102
Produto 3103,3203,10,Cat3,A3,03,03,Item de teste 3103
Produto 3104,3204,10,Cat4,A4,04,04,Item de teste 3104
Produto 3105,3205,10,Cat5,A0,05,05,Item de teste 3105
Produto 3106,3206,10,Cat6,A1,06,06,Item de teste 3106
Produto 3107,3207,10,Cat7,A2,07,07,Item de teste 3107
Produto 3108,3208,10,Cat8,A3,08,08,Item de teste 3108
Produto 3109,3209,10,Cat9,A4,09,09,Item de teste 3109
Produto 3110,3210,10,Cat0,A0,10,00,Item de teste 3110
Produto 3111,3211,10,Cat1,A1,11,01,Item de teste 3111
Produto 3112,3212,10,Cat2,A2,12,02,Item de teste 3112
Produto 3113,3213,10,Cat3,A3,13,03,Item de teste 3113
Produto 3114,3214,10,Cat4,A4,14,04,Item de teste 3114
Produto 3115,3215,10,Cat5,A0,15,05,Item de teste 3115
Produto 3116,3216,10,Cat6,A1,16,06,Item de teste 3116
Produto 3117,3217,10,Cat7,A2,17,07,Item de teste 3117
Produto 3118,3218,10,Cat8,A3,18,08,Item de teste 3118
Produto 3119,3219,10,Cat9,A4,19,09,Item de teste 3119
Produto 3120,3220,10,Cat0,A0,00,00,Item de teste 3120
Produto 3121,3221,10,Cat1,A1,01,01,Item de teste 3121
Produto 3122,3222,10,Cat2,A2,02,02,Item de teste 3122
Produto 3123,3223,10,Cat3,A3,03,03,Item de teste 3123
Produto 3124,3224,10,Cat4,A4,04,04,Item de teste 3124
Produto 3125,3225,10,Cat5,A0,05,05,Item de teste 3125
Produto 3126,3226,10,Cat6,A1,06,06,Item de teste 3126
Produto 3127,3227,10,Cat7,A2,07,07,Item de teste 3127
Produto 3128,3228,10,Cat8,A3,08,08,Item de teste 3128
Produto 3129,3229,10,Cat9,A4,09,09,Item de teste 3129
Produto 3130,3230,10,Cat0,A0,10,00,Item de teste 3130
Produto 3131,3231,10,Cat1,A1,11,01,Item de teste 3131
Produto 3132,3232,10,Cat2,A2,12,02,Item de teste 3132
Produto 3133,3233,10,Cat3,A3,13,03,Item de teste 3133
Produto 3134,3234,10,Cat4,A4,14,04,Item de teste 3134
Produto 3135,3235,10,Cat5,A0,15,05,Item de teste 3135
Produto 3136,3236,10,Cat6,A1,16,06,Item de teste 3136
Produto 3137,3237,10,Cat7,A2,17,07,Item de teste 3137
Produto 3138,3238,10,Cat8,A3,18,08,Item de teste 3138
